#,Custom Panel (X),SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat and Human Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
220,,11243-90,GPR110,Adhesion G-protein coupled receptor F1,Q5T601,ADGRF1,,,,,,,,,,,,,,,,
221,,21697-57,AGRF2,Adhesion G-protein coupled receptor F2,Q8IZF7,ADGRF2,,,,,,,,,,,,,,,,
222,,18893-26,GPR56,Adhesion G-protein coupled receptor G1,Q9Y653,ADGRG1,,X,,,,,,,,,,,,,,
223,,4551-72,GP114,Adhesion G-protein coupled receptor G5,Q8IZF4,ADGRG5,,,,,,,,,,X,,,X,,X,
224,,10605-22,APMAP,Adipocyte plasma membrane-associated protein,Q9HDC9,APMAP,,,,,,,,,,,,,,,,
225,,3554-24,Adiponectin,Adiponectin,Q15848,ADIPOQ,X,X,X,X,X,,X,,,X,,,X,,X,
226,,8100-15,ADM2,ADM2,Q7Z4H4,ADM2,X,,,,,,,,,,,,,,,
227,,6221-1,ADPGK,ADP-dependent glucokinase,Q9BRR6,ADPGK,,,,,,,,,,,,,,,,
228,,9482-110,NUDT9,"ADP-ribose pyrophosphatase, mitochondrial",Q9BW91,NUDT9,,,,,,,,,,,,,,,,
229,,11513-92,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907,CD38,,,,,,,,,,,,,,,,
230,,7174-15,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907,CD38,X,,,,,,,,,,,,,,,
231,,4535-50,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,Q10588,BST1,,,,,,X,,,,,,,X,,X,
232,,19239-5,ARF1,ADP-ribosylation factor 1,P84077,ARF1,,,,X,,,,,,,,,,,,
233,,12578-13,ARF3,ADP-ribosylation factor 3,P61204,ARF3,,,,,,,,,,,,,,,,
234,,18408-26,ARF4,ADP-ribosylation factor 4,P18085,ARF4,,,,,,,,,,,,,,,,
235,,18409-61,ARF5,ADP-ribosylation factor 5,P84085,ARF5,,,,,,,,,,,,,,,,
236,,12425-104,ARF6,ADP-ribosylation factor 6,P62330,ARF6,,,,,,,,,,,,,,,,
237,,11556-19,ARFG1,ADP-ribosylation factor GTPase-activating protein 1,Q8N6T3,ARFGAP1,,,,,,,,,,,,,,,,
238,,11664-32,ARFG2,ADP-ribosylation factor GTPase-activating protein 2,Q8N6H7,ARFGAP2,,,,,,,,,,,,,,,,
239,,13594-158,GGA1,ADP-ribosylation factor-binding protein GGA1,Q9UJY5,GGA1,,,,X,,,,,,,,,,,,
240,,11683-19,GGA3,ADP-ribosylation factor-binding protein GGA3,Q9NZ52,GGA3,,,,,,,,,,,,,,,,
241,,12392-30,ARL1,ADP-ribosylation factor-like protein 1,P40616,ARL1,,,,,,,,,,,,,,,,
242,,12433-8,ARL11,ADP-ribosylation factor-like protein 11,Q969Q4,ARL11,,X,,,,,,,,,,,,,,
243,,18410-26,ARL14,ADP-ribosylation factor-like protein 14,Q8N4G2,ARL14,,,,,,,,,,,,,,,,
244,,18411-83,ARL15,ADP-ribosylation factor-like protein 15,Q9NXU5,ARL15,,,,,,,,,,,,,,,,
245,,12587-65,ARL2,ADP-ribosylation factor-like protein 2,P36404,ARL2,,,,,,,,,,,,,,,,
246,,18407-36,AR2BP,ADP-ribosylation factor-like protein 2-binding protein,Q9Y2Y0,ARL2BP,,,,,,,,,,,,,,,,
247,,12571-14,ARL3,ADP-ribosylation factor-like protein 3,P36405,ARL3,,,,,,,,,,,,,,,,
248,,18413-24,ARL4D,ADP-ribosylation factor-like protein 4D,P49703,ARL4D,,,,,,,,,,,,,,,,
249,,18414-26,ARL5A,ADP-ribosylation factor-like protein 5A,Q9Y689,ARL5A,,,,,,,,,,,,,,,,
250,,17404-5,ARL5B,ADP-ribosylation factor-like protein 5B,Q96KC2,ARL5B,,,,,,,,,,,,,,,,
251,,18415-16,ARL6,ADP-ribosylation factor-like protein 6,Q9H0F7,ARL6,,,X,,,,,,,,,,,,,
252,,24699-20,AR6P1,ADP-ribosylation factor-like protein 6-interacting protein 1,Q15041,ARL6IP1,,,,,,,,,,,,,,,,
253,,23281-29,ARL8A,ADP-ribosylation factor-like protein 8A,Q96BM9,ARL8A,,,,,,,,,,,,,,,,
254,,8569-147,ARL8B,ADP-ribosylation factor-like protein 8B,Q9NVJ2,ARL8B,,,,,,,,,,,,,,,,
255,,18416-3,ARL9,ADP-ribosylation factor-like protein 9,Q6T311,ARL9,,,,,,,,,,,,,,,,
256,,17761-2,NUDT5,ADP-sugar pyrophosphatase,Q9UKK9,NUDT5,,,,,,,,,,,,,,,,
257,,11231-12,ADXL,"Adrenodoxin-like protein, mitochondrial",Q6P4F2,FDX2,,,X,,,,,,,,,,,,,
258,,14115-34,Adrenomedullin,Adrenomedullin,P35318,ADM,,,,,,,,,,X,,,X,,X,
259,,7922-5,Adrenomedullin,Adrenomedullin,P35318,ADM,X,X,,,,,,,,X,,,X,,X,
260,,12684-5,ADSV,Adseverin,Q9Y6U3,SCIN,,,,,,,,,,,,,,,,
261,,4125-52,sRAGE,"Advanced glycosylation end product-specific receptor, soluble",Q15109,AGER,X,X,X,,X,,,,,X,,,X,,X,
262,,18196-8,Afamin,Afamin,P43652,AFM,,,,,,,,,,X,,,X,,X,
263,,4763-31,Afamin,Afamin,P43652,AFM,,,,,,,,,,X,,,X,,X,
264,,4188-1,Aflatoxin B1 aldehyde reductase,Aflatoxin B1 aldehyde reductase member 2,O43488,AKR7A2,,,,,,,,,,X,,,X,,X,
265,,18173-11,ARK73,Aflatoxin B1 aldehyde reductase member 3,O95154,AKR7A3,,,,,,,,,,,,,,,,
266,,3280-49,Aggrecan,Aggrecan core protein,P16112,ACAN,,X,,,,,,,,,,,,,,
267,,2813-11,ART,Agouti-related protein,O00253,AGRP,X,,X,,,,,,,X,,,X,,X,
268,,5676-54,ASIP,Agouti-signaling protein,P42127,ASIP,,,,X,,X,,X,,,,,X,,X,
269,,15483-377,Agrin,Agrin,O00468,AGRN,,,,,,,,,,,,,,,,
270,,3839-60,AIP,AH receptor-interacting protein,O00170,AIP,,,,X,,,,,,X,,,X,,X,
271,,18399-1,AKA7A,A-kinase anchor protein 7 isoforms alpha and beta,O43687,AKAP7,,,,,,,,,,,,,,,,
272,,23280-9,AKIR2,Akirin-2,Q53H80,AKIRIN2,,,,,,,,,,,,,,,,
273,,16015-19,ALT,Alanine aminotransferase 1,P24298,GPT,,,,,,,,,,X,,,X,,X,
274,,3709-4,ALT,Alanine aminotransferase 1,P24298,GPT,X,,,,,,,,,X,,,X,,X,
275,,21339-19,ALAT2,Alanine aminotransferase 2,Q8TD30,GPT2,,,,,,,,,,,,,,,,
276,,12340-17,SYAC,"Alanine--tRNA ligase, cytoplasmic",P49588,AARS1,,,,,,,,,,,,,,,,
277,,21535-5,AASD1,Alanyl-tRNA editing protein Aarsd1,Q9BTE6,AARSD1,,,,,,,,,,,,,,,,
278,,4192-10,AK1A1,Alcohol dehydrogenase [NADP(+)],P14550,AKR1A1,,,,,,,,,,X,,,X,,X,
279,,17396-23,ADH1A,Alcohol dehydrogenase 1A,P07327,ADH1A,,,,,,,,,,,,,,,,
280,,9834-62,ADH1B,Alcohol dehydrogenase 1B,P00325,ADH1B,X,,X,X,,,,,,,,,,,,
281,,15525-294,ADH1G,Alcohol dehydrogenase 1C,P00326,ADH1C,,,,,,,,,,,,,,,,
282,,8325-37,ADH4,Alcohol dehydrogenase 4,P08319,ADH4,,,,,,,,,,,,,,,,
283,,18206-18,ADH6,Alcohol dehydrogenase 6,P28332,ADH6,,,,,,,,,,,,,,,,
284,,11377-19,ADH7,Alcohol dehydrogenase class 4 mu/sigma chain,P40394,ADH7,,,,X,,,,,,,,,,,,
285,,11369-23,ADHX,Alcohol dehydrogenase class-3,P11766,ADH5,,,,,,,,,,,,,,,,
286,,9835-16,AL1A3,Aldehyde dehydrogenase family 1 member A3,P47895,ALDH1A3,,,,,,,,,,,,,,,,
287,,12940-35,AL3B1,Aldehyde dehydrogenase family 3 member B1,P43353,ALDH3B1,,,,,,,,,,,,,,,,
288,,22057-9,AL1B1,"Aldehyde dehydrogenase X, mitochondrial",P30837,ALDH1B1,,,X,,,,,,,,,,,,,
289,,11480-1,"Aldehyde dehydrogenase, class 3","Aldehyde dehydrogenase, dimeric NADP-preferring",P30838,ALDH3A1,,X,,,,,,,,,,,,,,
290,,18381-16,ALDH-E2,"Aldehyde dehydrogenase, mitochondrial",P05091,ALDH2,X,X,,X,,,,,,,,,,,,
291,,16081-38,Aldose reductase-like,Aldo-keto reductase family 1 member B10,O60218,AKR1B10,,,,X,,,,,,,,,,,,
292,,12618-50,Aldo-keto reductase 1C1,Aldo-keto reductase family 1 member C1,Q04828,AKR1C1,,,,X,,,,,,,,,,,,
293,,21271-53,AK1C2,Aldo-keto reductase family 1 member C2,P52895,AKR1C2,,,X,X,,,,,,,,,,,,
294,,17377-1,Aldose reductase-like C3,Aldo-keto reductase family 1 member C3,P42330,AKR1C3,,,X,X,,,,,,,,,,,,
295,,18397-5,AK1C4,Aldo-keto reductase family 1 member C4,P17516,AKR1C4,,,,,,,,,,,,,,,,
296,,16606-85,Aldose reductase,Aldose reductase,P15121,AKR1B1,,,,X,,,,,,,X,,X,,X,
297,,9854-36,Aldose reductase,Aldose reductase,P15121,AKR1B1,,,,,,,,,,,,,,,,
298,,6284-7,F150B,ALK and LTK ligand 2,Q6UX46,ALKAL2,,,,,,,,,,,,,,,,
299,,8249-124,ALK,ALK tyrosine kinase receptor,Q9UM73,ALK,,X,,X,,,,,,,,,,,,
300,,7813-6,"Alkaline phosphatase, placental","Alkaline phosphatase, placental type",P05187,ALPP,,,,,,,,,,,,,,,,
301,,6706-18,PPBN,"Alkaline phosphatase, placental-like",P10696,ALPG,,,,,,,,,,,,,,,,
302,,6715-63,PPBN,"Alkaline phosphatase, placental-like",P10696,ALPG,,,,,,,,,,,,,,,,
303,,16926-44,"Alkaline phosphatase, liver","Alkaline phosphatase, tissue-nonspecific isozyme",P05186,ALPL,,,X,,,,,,X,X,,,X,,X,
304,,11173-29,MILR1,Allergin-1,Q7Z6M3,MILR1,,,,,,,,,,,,,,,,
305,,2849-49,AIF1,Allograft inflammatory factor 1,P55008,AIF1,,,,X,,,,,,X,,,X,,X,
306,,18871-24,AIF1L,Allograft inflammatory factor 1-like,Q9BQI0,AIF1L,,,,,,,,,,,,,,,,
307,,11926-23,P34,Alpha- and gamma-adaptin-binding protein p34,Q6PD74,AAGAB,,,,,,,,,,,,,,,,
308,,21716-29,FUT7,"Alpha-(1,3)-fucosyltransferase",Q11130,FUT7,,,,,,,,,,,,,,,,
309,,7156-2,FUT10,"Alpha-(1,3)-fucosyltransferase 10",Q6P4F1,FUT10,,,,,,,,,,,X,,X,,X,
310,,21720-13,FUT11,"Alpha-(1,3)-fucosyltransferase 11",Q495W5,FUT11,,,,,,,,,,,,,,,,
311,,4549-78,FUT5,"Alpha-(1,3)-fucosyltransferase 5",Q11128,FUT5,,,,,,,,,,,,,,,,
312,,6991-24,FUT9,"Alpha-(1,3)-fucosyltransferase 9",Q9Y231,FUT9,,,,,,,,,,,,,,,,
313,,8244-16,FUT8,"Alpha-(1,6)-fucosyltransferase",Q9BYC5,FUT8,,,,,,,,,,,,,,,,
314,,10571-14,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",P26572,MGAT1,,,,,,,,,,,,,,,,
315,,9392-43,MGT4A,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",Q9UM21,MGAT4A,,,,,,,,,,,,,,,,
316,,7141-21,MGT4B,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",Q9UQ53,MGAT4B,,,,,,,,,,,,,,,,
317,,7208-60,MGT4C,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",Q9UBM8,MGAT4C,,,,,,,,,,,,,,,,
318,,23654-6,ALG2,"Alpha-1,3-mannosyltransferase ALG2",Q9H553,ALG2,,,X,,,,,,,,,,,,,
319,,10835-25,A4GCT,"Alpha-1,4-N-acetylglucosaminyltransferase",Q9UNA3,A4GNT,,,,,,,,,,,,,,,,
320,,6909-40,MGAT2,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Q10469,MGAT2,,,X,,,,,,,,,,,,,
321,,21768-9,MGT5A,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",Q09328,MGAT5,,X,,,,,,,,,,,,,,
322,,21813-171,MGT5A,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",Q09328,MGAT5,,,,,,,,,,,,,,,,
323,,2879-9,a1-Antichymotrypsin,Alpha-1-antichymotrypsin,P01011,SERPINA3,,,,,,,,,,X,,,X,,X,
324,,4153-11,alpha-1-antichymotrypsin complex,Alpha-1-antichymotrypsin complex,P01011,SERPINA3,,,X,,,,,,,X,,,X,,X,
325,,3580-25,a1-Antitrypsin,Alpha-1-antitrypsin,P01009,SERPINA1,X,X,X,X,X,,,,X,,,,X,,X,
326,,16561-9,Alpha-1B-glycoprotein,Alpha-1B-glycoprotein,P04217,A1BG,,,,,,,,,,,,,,,,
327,,15453-3,a1-Microglobulin,Alpha-1-microglobulin,P02760,AMBP,X,,,,,,,,,,,,,,,
328,,19274-80,Alpha-1-syntrophin,Alpha-1-syntrophin,Q13424,SNTA1,X,,,,,,,,,,,,,,,
329,,22946-55,Alpha-1-syntrophin,Alpha-1-syntrophin,Q13424,SNTA1,,,,,,,,,,,,,,,,
330,,7920-30,SIA8B,"Alpha-2,8-sialyltransferase 8B",Q92186,ST8SIA2,,,,,,,,,,,,,,,,
331,,6930-95,SIA8F,"Alpha-2,8-sialyltransferase 8F",P61647,ST8SIA6,,,,,,,,,,,,,,,,
332,,3024-18,a2-Antiplasmin,Alpha-2-antiplasmin,P08697,SERPINF2,,,,,,X,,,,X,,,X,,X,
333,,10966-1,a2-HS-Glycoprotein,Alpha-2-HS-glycoprotein,P02765,AHSG,,,X,,,,,,,X,,,X,,X,
334,,3581-53,a2-HS-Glycoprotein,Alpha-2-HS-glycoprotein,P02765,AHSG,,,,,,,,,,X,,,X,,X,
335,,3708-62,a2-Macroglobulin,Alpha-2-macroglobulin,P01023,A2M,,,X,X,,,X,,,,,,X,,X,
336,,3640-14,RAP,alpha-2-macroglobulin receptor-associated protein,P30533,LRPAP1,,,,,,,,,,X,,,X,,X,
337,,15482-12,A2ML1,Alpha-2-macroglobulin-like protein 1,A8K2U0,A2ML1,X,,,,,,,,,,,,,,,
338,,9843-5,ACTN1,Alpha-actinin-1,P12814,ACTN1,,,,,,,,,,,,,,,,
339,,9844-138,ACTN2,Alpha-actinin-2,P35609,ACTN2,X,,,,,,,,,,,,,,,
340,,25057-2,ACTN4,Alpha-actinin-4,O43707,ACTN4,,,,X,,,,,,,,,,,,
341,,21498-3,AL7A1,Alpha-aminoadipic semialdehyde dehydrogenase,P49419,ALDH7A1,,,,,,,,,,,,,,,,
342,,7918-114,"Amylase, alpha 1A",Alpha-amylase 1,P04745,AMY1A,,,,,,,,,,,X,,X,,X,
343,,10439-57,Alpha-amylase 2B,Alpha-amylase 2B,P19961,AMY2B,,,,,,,,,,,,,,,,
344,,15556-49,Alpha-amylase 2B,Alpha-amylase 2B,P19961,AMY2B,,,,,,,,,,,,,,,,
345,,10087-10,Alpha crystallin A chain,Alpha-crystallin A chain,P02489,CRYAA,,X,,,,,,,,,,,,,,
346,,17734-13,a-endosulfine,Alpha-endosulfine,O43768,ENSA,X,,,,,,,,,,,,,,,
347,,11105-171,Alpha enolase,Alpha-enolase,P06733,ENO1,X,X,X,X,X,,,,X,X,,,X,,X,
348,,5792-8,AFP,alpha-Fetoprotein,P02771,AFP,,,X,X,,,,,,X,,,X,,X,
349,,15588-17,"galactosidase, alpha",Alpha-galactosidase A,P06280,GLA,X,,X,,,,,,,,,,,,,
350,,9025-5,AHSP,Alpha-hemoglobin-stabilizing protein,Q9NZD4,AHSP,,,,,,,,,,,,,,,,
351,,11436-6,AINX,Alpha-internexin,Q16352,INA,,,X,,,,,,,,,,,,,
352,,18401-18,ALKB3,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,Q96Q83,ALKBH3,,,,,,,,,,,,,,,,
353,,21384-2,Alpha-L-fucosidase I,Alpha-L-fucoside fucohydrolase,P04066,FUCA1,,,X,,,,,,,,,,,,,
354,,3169-70,IDUA,Alpha-L-iduronidase,P35475,IDUA,X,,X,,,,,,,X,,,X,,X,
355,,7867-154,SIA7A,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",Q9NSC7,ST6GALNAC1,,,,,,,,,,,,,,,,
356,,7823-22,SIA7B,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",Q9UJ37,ST6GALNAC2,,X,,,,,,,,,,,,,,
357,,10626-116,SIA7C,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",Q8NDV1,ST6GALNAC3,,,,,,,,,,,,,,,,
358,,10705-14,SIA7C,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",Q8NDV1,ST6GALNAC3,,,,,,,,,,,,,,,,
359,,7927-16,SIA7E,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",Q9BVH7,ST6GALNAC5,,X,,,,,,,,,,,,,,
360,,7228-2,SIA7F,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",Q969X2,ST6GALNAC6,,,,,,,,,,,,,,,,
361,,15509-2,NAG,Alpha-N-acetylglucosaminidase,P54802,NAGLU,,,X,,,,,,,,,,,,,
362,,21508-7,SIA8A,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",Q92185,ST8SIA1,,,,,,,,,,,,,,,,
363,,21663-149,SIA8A,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",Q92185,ST8SIA1,,,,,,,,,,,,,,,,
364,,21726-73,SIA7D,"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase",Q9H4F1,ST6GALNAC4,,,,,,,,,,,,,,,,
365,,13434-172,PARVA,Alpha-parvin,Q9NVD7,PARVA,,,,,,,,,,,,,,,,
366,,4292-5,SNAA,Alpha-soluble NSF attachment protein,P54920,NAPA,,,,,,,,,,X,,,X,,X,
367,,8458-111,a-Synuclein,Alpha-synuclein,P37840,SNCA,,,,,,,,,,X,,,X,,X,
368,,8458-16,a-Synuclein,Alpha-synuclein,P37840,SNCA,,,X,,,,,,,X,,,X,,X,
369,,15698-6,TXLNA,Alpha-taxilin,P40222,TXLNA,,,,,,,,,,,,,,,,
370,,9065-28,TXLNA,Alpha-taxilin,P40222,TXLNA,,,,,,,,,,,,,,,,
371,,24687-18,TTPAL,Alpha-tocopherol transfer protein-like,Q9BTX7,TTPAL,,,,,,,,,,,,,,,,
372,,15486-126,ABP1,Amiloride-sensitive amine oxidase [copper-containing],P19801,AOC1,X,,,,,,,,,,,,,,,
373,,6209-2,ABP1,Amiloride-sensitive amine oxidase [copper-containing],P19801,AOC1,,,,,,,,,,,,,,,,
374,,3343-1,Aminoacylase-1,Aminoacylase-1,Q03154,ACY1,,,X,X,,,,,,X,,,X,,X,
375,,21240-6,GCST,"Aminomethyltransferase, mitochondrial",P48728,AMT,,,X,,,,,,,,,,,,,
376,,12386-11,AMPB,Aminopeptidase B,Q9H4A4,RNPEP,,,,,,,,,,,,,,,,
377,,15457-14,Aminopeptidase N,Aminopeptidase N,P15144,ANPEP,X,,,,,,,,,,,,,,,
378,,18396-10,AES,Amino-terminal enhancer of split,Q08117,TLE5,X,,,,,,,,,,,,,,,
379,,18402-1,AMERL,AMMECR1-like protein,Q6DCA0,AMMECR1L,,,,,,,,,,,,,,,,
380,,18403-25,AMPD2,AMP deaminase 2,Q01433,AMPD2,,,,,,,,,,,,,,,,
381,,5183-53,AMPK a1b1g1,AMP Kinase (alpha1beta1gamma1),Q13131|Q9Y478|P54619,PRKAA1|PRKAB1|PRKAG1,,X,X,X,X,,,,,,,,,,X,
382,,5245-40,AMPK a2b2g1,AMP Kinase (alpha2beta2gamma1),P54646|O43741|P54619,PRKAA2|PRKAB2|PRKAG1,X,,X,,,,,,,,,,,,,
383,,24908-19,AMPH,Amphiphysin,P49418,AMPH,,,,,,,,,,,,,,,,
384,,2970-60,AREG,Amphiregulin,P15514,AREG,X,X,X,X,X,,,,,X,,,X,,X,
385,,9979-13,AMGO1:CD,Amphoterin-induced protein 1:Cytoplasmic domain,Q86WK6,AMIGO1,,,,,,,,,,,,,,,,
386,,20120-101,AMGO1:ECD,Amphoterin-induced protein 1:Extracellular domain,Q86WK6,AMIGO1,,,,,,,,,,,,,,,,
387,,14134-49,AMGO2,Amphoterin-induced protein 2,Q86SJ2,AMIGO2,,,,,,,,,,,,,,,,
388,,6914-15,AMGO2,Amphoterin-induced protein 2,Q86SJ2,AMIGO2,,,,,,,,,,,,,,,,
389,,12401-3,STALP,AMSH-like protease,Q96FJ0,STAMBPL1,,,,,,,,,,,,,,,,
390,,12822-34,APBB1:PID 1,Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 1,O00213,APBB1,,,,,,,,,,,,,,,,
391,,14206-28,APBB1:PID 2,Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 2,O00213,APBB1,,,,,,,,,,,,,,,,
392,,21949-4,AB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,Q7Z5R6,APBB1IP,,,,,,,,,,,,,,,,
393,,12753-6,APBB2:PID 1,Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1,Q92870,APBB2,,,,,,,,,,,,,,,,
394,,12761-12,APBB2:PID 2,Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 2,Q92870,APBB2,,,,,,,,,,,,,,,,
395,,12784-10,APBB3:PID 1,"Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 1,Isoform II",O95704,APBB3,,,,,,,,,,,,,,,,
396,,13589-10,APBB3:PID 2,"Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 2, Isoform IV",O95704,APBB3,,,,,,,,,,,,,,,,
397,,3171-57,amyloid precursor protein,Amyloid beta A4 protein,P05067,APP,X,,X,,,,,,,,,,,,,
398,,7210-25,Amyloid-like protein 1,Amyloid-like protein 1,P51693,APLP1,,,,,,,,,,,,,,,,
399,,10627-87,APLP2,Amyloid-like protein 2,Q06481,APLP2,X,,,,,,,,,,,,,,,
400,,7915-31,APLP2,Amyloid-like protein 2,Q06481,APLP2,,,,,,,,,,,,,,,,
401,,19173-5,ZFAN1,AN1-type zinc finger protein 1,Q8TCF1,ZFAND1,,,,,,,,,,,,,,,,
402,,23319-6,ZFN2B,AN1-type zinc finger protein 2B,Q8WV99,ZFAND2B,,,,,,,,,,,,,,,,
403,,21875-31,ZFAN3,AN1-type zinc finger protein 3,Q9H8U3,ZFAND3,,X,X,,X,,,,,,,,,,X,
404,,18317-111,ZFAN5,AN1-type zinc finger protein 5,O76080,ZFAND5,,,,,,,,,,,,,,,,
405,,12345-4,APC10,Anaphase-promoting complex subunit 10,Q9UM13,ANAPC10,,,,,,,,,,,,,,,,
406,,11690-47,APC7,Anaphase-promoting complex subunit 7,Q9UJX3,ANAPC7,,,,,,,,,,,,,,,,
407,,8051-10,AGGF1,Angiogenic factor with G patch and FHA domains 1,Q8N302,AGGF1,X,,,,,,,,,,,,,,,
408,,4874-3,Angiogenin,Angiogenin,P03950,ANG,X,,X,,,,X,,,X,,,X,,X,
409,,25296-3,AMOT,Angiomotin,Q4VCS5,AMOT,,,,X,,,,,,,,,,,,
410,,2811-27,Angiopoietin-1,Angiopoietin-1,Q15389,ANGPT1,X,X,,,,,,,,X,,,X,,X,
411,,3773-15,sTie-2,"Angiopoietin-1 receptor, soluble",Q02763,TEK,X,X,,X,,,,,,X,,,X,,X,
412,,13660-76,Angiopoietin-2,Angiopoietin-2,O15123,ANGPT2,,,,,,,,,,,,,,,,
413,,2602-2,Angiopoietin-2,Angiopoietin-2,O15123,ANGPT2,,X,,,,,,,,,,,,,,
414,,2500-2,Angiopoietin-4,Angiopoietin-4,Q9Y264,ANGPT4,,,,,,,,,,,,,,,,
415,,7183-102,TD26,Angiopoietin-like protein 8,Q6UXH0,ANGPTL8,,,,,,,,,,,,,,,,
416,,11142-11,ANGL1:C-term,"Angiopoietin-related protein 1:C-Term, Fibrinogen domian",O95841,ANGPTL1,,,,,,,,,,,,,,,,
417,,9092-33,ANGL1:N-term,Angiopoietin-related protein 1:N-term,O95841,ANGPTL1,,,,,,,,,,,,,,,,
418,,10382-1,ANGL3,Angiopoietin-related protein 3,Q9Y5C1,ANGPTL3,,,,,,,,,,X,,,X,,X,
419,,10391-1,ANGL3,Angiopoietin-related protein 3,Q9Y5C1,ANGPTL3,X,,X,,,,,,,X,,,X,,X,
420,,3796-79,ANGL4,Angiopoietin-related protein 4,Q9BY76,ANGPTL4,X,,X,X,,,,,,X,,,X,,X,
421,,6371-50,ANGL7,Angiopoietin-related protein 7,O43827,ANGPTL7,,,,,,,,,,,,,,,,
422,,3710-49,Angiostatin,Angiostatin,P00747,PLG,X,,,,,,,,,X,,,X,,X,
423,,10714-7,ACE,Angiotensin-converting enzyme,P12821,ACE,X,X,X,X,X,,,,X,,,,X,,X,
424,,2805-6,ACE2,Angiotensin-converting enzyme 2,Q9BYF1,ACE2,X,,,,,,,,X,X,,,X,,X,
425,,3484-60,Angiotensinogen,Angiotensinogen,P01019,AGT,X,X,X,,X,,X,,,X,,,X,,X,
426,,13979-3,S26A7,Anion exchange transporter,Q8TE54,SLC26A7,,,,,,,,,,,,,,,,
427,,25437-18,ANKY2,Ankyrin repeat and MYND domain-containing protein 2,Q8IV38,ANKMY2,,,,,,,,,,,,,,,,
428,,25261-42,ANKS3,Ankyrin repeat and SAM domain-containing protein 3,Q6ZW76,ANKS3,,,,,,,,,,,,,,,,
429,,21234-7,ASB-13,Ankyrin repeat and SOCS box protein 13,Q8WXK3,ASB13,,,,,,,,,,,,,,,,
430,,22071-38,ASB8,Ankyrin repeat and SOCS box protein 8,Q9H765,ASB8,,,,,,,,,,,,,,,,
431,,19601-15,ASB9,Ankyrin repeat and SOCS box protein 9,Q96DX5,ASB9,,,,,,,,,,,,,,,,
432,,10398-110,ANKR1,Ankyrin repeat domain-containing protein 1,Q15327,ANKRD1,,,,,,,,,,,,,,,,
433,,15361-37,ANKR1,Ankyrin repeat domain-containing protein 1,Q15327,ANKRD1,X,,,,,,,,,,,,,,,
434,,24720-10,ANR16,Ankyrin repeat domain-containing protein 16,Q6P6B7,ANKRD16,,,,,,,,,,,,,,,,
435,,25274-2,ANKR2,Ankyrin repeat domain-containing protein 2,Q9GZV1,ANKRD2,,,,,,,,,,,,,,,,
436,,12445-50,ANR27,Ankyrin repeat domain-containing protein 27,Q96NW4,ANKRD27,,,,,,,,,,,,,,,,
437,,23367-8,ANR40,Ankyrin repeat domain-containing protein 40,Q6AI12,ANKRD40,,,,,,,X,,,,,,X,,X,
438,,23413-38,ANR45,Ankyrin repeat domain-containing protein 45,Q5TZF3,ANKRD45,,,,,,,,,,,,,,,,
